employee_id,gender,team,financial_q,role_seniority,leadership_for_level,productivity,salary
24025,Man,Software,2016 Q4,Junior II,Appropriate for level,14,"$45,900"
24025,Man,Software,2016 Q3,Junior II,Appropriate for level,11,"$45,900"
24025,Man,Software,2016 Q2,Junior II,Appropriate for level,12,"$45,900"
24025,Man,Software,2016 Q1,Junior II,Appropriate for level,12,"$45,900"
24024,Man,Software,2020 Q4,Senior II,Appropriate for level,35,"$60,700"
24024,Man,Software,2020 Q3,Senior II,Appropriate for level,35,"$60,700"
24024,Man,Software,2020 Q2,Senior II,Appropriate for level,33,"$60,700"
24024,Man,Software,2020 Q1,Senior II,Appropriate for level,34,"$60,700"
24024,Man,Software,2019 Q4,Senior II,Appropriate for level,34,"$60,700"
24024,Man,Software,2019 Q3,Senior II,Appropriate for level,34,"$60,700"
24024,Man,Software,2019 Q2,Senior I,Appropriate for level,70,"$53,700"
24024,Man,Software,2019 Q1,Senior I,Appropriate for level,51,"$53,700"
24024,Man,Software,2018 Q4,Senior I,Appropriate for level,52,"$53,700"
24024,Man,Software,2018 Q3,Senior I,Appropriate for level,49,"$53,700"
24024,Man,Software,2018 Q2,Junior II,Exceeds expectations,78,"$46,700"
24024,Man,Software,2018 Q1,Junior II,Appropriate for level,58,"$46,700"
24024,Man,Software,2017 Q4,Junior II,Appropriate for level,57,"$46,700"
24024,Man,Software,2017 Q3,Junior II,Appropriate for level,56,"$46,700"
24024,Man,Software,2017 Q2,Junior II,Appropriate for level,56,"$46,700"
24024,Man,Software,2017 Q1,Junior II,Appropriate for level,57,"$46,700"
24024,Man,Software,2016 Q4,Junior II,Appropriate for level,55,"$46,700"
24023,Woman,Software,2020 Q4,Senior II,Needs improvement,36,"$54,100"
24023,Woman,Software,2020 Q3,Senior II,Appropriate for level,36,"$54,100"
24023,Woman,Software,2020 Q2,Senior II,Appropriate for level,37,"$54,100"
24023,Woman,Software,2020 Q1,Senior II,Appropriate for level,36,"$54,100"
24023,Woman,Software,2019 Q4,Senior II,Appropriate for level,35,"$54,100"
24023,Woman,Software,2019 Q3,Senior II,Appropriate for level,36,"$54,100"
24023,Woman,Software,2019 Q2,Senior II,Appropriate for level,36,"$54,100"
24023,Woman,Software,2019 Q1,Senior II,Appropriate for level,35,"$54,100"
24023,Woman,Software,2018 Q4,Senior I,Appropriate for level,42,"$47,100"
24023,Woman,Software,2018 Q3,Senior I,Appropriate for level,23,"$47,100"
24023,Woman,Software,2018 Q2,Junior II,Appropriate for level,76,"$40,100"
24023,Woman,Software,2018 Q1,Junior II,Appropriate for level,55,"$40,100"
24023,Woman,Software,2017 Q4,Junior II,Appropriate for level,57,"$40,100"
24023,Woman,Software,2017 Q3,Junior II,Appropriate for level,55,"$40,100"
24023,Woman,Software,2017 Q2,Junior II,Appropriate for level,55,"$40,100"
24023,Woman,Software,2017 Q1,Junior II,Appropriate for level,54,"$40,100"
24023,Woman,Software,2016 Q4,Junior II,Appropriate for level,53,"$40,100"
24023,Woman,Software,2016 Q3,Junior II,Appropriate for level,54,"$40,100"
24023,Woman,Software,2016 Q2,Junior II,Appropriate for level,53,"$40,100"
24023,Woman,Software,2016 Q1,Junior II,Appropriate for level,53,"$40,100"
24023,Woman,Software,2015 Q4,Junior II,Appropriate for level,53,"$40,100"
24023,Woman,Software,2015 Q3,Junior II,Appropriate for level,51,"$40,100"
24022,Man,Software,2020 Q4,Senior II,Exceeds expectations,83,"$50,900"
24022,Man,Software,2020 Q3,Senior II,Appropriate for level,82,"$50,900"
24022,Man,Software,2020 Q2,Senior II,Exceeds expectations,83,"$50,900"
24022,Man,Software,2020 Q1,Senior II,Exceeds expectations,82,"$50,900"
24022,Man,Software,2019 Q4,Senior II,Appropriate for level,80,"$50,900"
24022,Man,Software,2019 Q3,Senior II,Appropriate for level,80,"$50,900"
24022,Man,Software,2019 Q2,Senior II,Appropriate for level,80,"$50,900"
24022,Man,Software,2019 Q1,Senior II,Appropriate for level,80,"$50,900"
24022,Man,Software,2018 Q4,Senior II,Exceeds expectations,80,"$50,900"
24022,Man,Software,2018 Q3,Senior II,Exceeds expectations,79,"$50,900"
24022,Man,Software,2018 Q2,Senior II,Appropriate for level,78,"$50,900"
24022,Man,Software,2018 Q1,Senior II,Appropriate for level,80,"$50,900"
24022,Man,Software,2017 Q4,Senior II,Exceeds expectations,79,"$50,900"
24022,Man,Software,2017 Q3,Senior II,Appropriate for level,77,"$50,900"
24022,Man,Software,2017 Q2,Senior II,Exceeds expectations,77,"$50,900"
24022,Man,Software,2017 Q1,Senior I,Appropriate for level,63,"$43,900"
24022,Man,Software,2016 Q4,Senior I,Appropriate for level,44,"$43,900"
24022,Man,Software,2016 Q3,Senior I,Appropriate for level,42,"$43,900"
24022,Man,Software,2016 Q2,Senior I,Appropriate for level,42,"$43,900"
24022,Man,Software,2016 Q1,Junior II,Appropriate for level,53,"$36,900"
24022,Man,Software,2015 Q4,Junior II,Appropriate for level,31,"$36,900"
24021,Man,Software,2020 Q4,Senior II,Appropriate for level,40,"$52,300"
24021,Man,Software,2020 Q3,Senior II,Appropriate for level,40,"$52,300"
24021,Man,Software,2020 Q2,Senior II,Appropriate for level,41,"$52,300"
24021,Man,Software,2020 Q1,Senior II,Appropriate for level,40,"$52,300"
24021,Man,Software,2019 Q4,Senior II,Appropriate for level,41,"$52,300"
24021,Man,Software,2019 Q3,Senior II,Appropriate for level,38,"$52,300"
24021,Man,Software,2019 Q2,Senior I,Appropriate for level,66,"$45,300"
24021,Man,Software,2019 Q1,Senior I,Appropriate for level,45,"$45,300"
24021,Man,Software,2018 Q4,Senior I,Appropriate for level,46,"$45,300"
24021,Man,Software,2018 Q3,Junior II,Appropriate for level,50,"$38,300"
24021,Man,Software,2018 Q2,Junior II,Appropriate for level,28,"$38,300"
24021,Man,Software,2018 Q1,Junior II,Appropriate for level,27,"$38,300"
24021,Man,Software,2017 Q4,Junior II,Appropriate for level,28,"$38,300"
24021,Man,Software,2017 Q3,Junior II,Appropriate for level,28,"$38,300"
24021,Man,Software,2017 Q2,Junior II,Appropriate for level,27,"$38,300"
24021,Man,Software,2017 Q1,Junior II,Appropriate for level,26,"$38,300"
24021,Man,Software,2016 Q4,Junior II,Appropriate for level,25,"$38,300"
24021,Man,Software,2016 Q3,Junior II,Appropriate for level,26,"$38,300"
24021,Man,Software,2016 Q2,Junior II,Appropriate for level,25,"$38,300"
24021,Man,Software,2016 Q1,Junior II,Appropriate for level,25,"$38,300"
24021,Man,Software,2015 Q4,Junior II,Appropriate for level,25,"$38,300"
24021,Man,Software,2015 Q3,Junior II,Appropriate for level,25,"$38,300"
24020,Man,Software,2020 Q4,Senior II,Appropriate for level,42,"$59,700"
24020,Man,Software,2020 Q3,Senior II,Appropriate for level,43,"$59,700"
24020,Man,Software,2020 Q2,Senior II,Appropriate for level,42,"$59,700"
24020,Man,Software,2020 Q1,Senior II,Appropriate for level,42,"$59,700"
24020,Man,Software,2019 Q4,Senior II,Appropriate for level,42,"$59,700"
24020,Man,Software,2019 Q3,Senior II,Appropriate for level,41,"$59,700"
24020,Man,Software,2019 Q2,Senior II,Appropriate for level,41,"$59,700"
24020,Man,Software,2019 Q1,Senior II,Appropriate for level,41,"$59,700"
24020,Man,Software,2018 Q4,Senior I,Appropriate for level,58,"$52,700"
24020,Man,Software,2018 Q3,Senior I,Appropriate for level,37,"$52,700"
24020,Man,Software,2018 Q2,Senior I,Appropriate for level,36,"$52,700"
24020,Man,Software,2018 Q1,Senior I,Appropriate for level,36,"$52,700"
24020,Man,Software,2017 Q4,Senior I,Appropriate for level,35,"$52,700"
24020,Man,Software,2017 Q3,Senior I,Appropriate for level,35,"$52,700"
24020,Man,Software,2017 Q2,Junior II,Exceeds expectations,91,"$45,700"
24020,Man,Software,2017 Q1,Junior II,Appropriate for level,69,"$45,700"
24020,Man,Software,2016 Q4,Junior II,Appropriate for level,70,"$45,700"
24020,Man,Software,2016 Q3,Junior II,Appropriate for level,69,"$45,700"
24020,Man,Software,2016 Q2,Junior II,Exceeds expectations,68,"$45,700"
24020,Man,Software,2016 Q1,Junior I,Appropriate for level,50,"$42,900"
24020,Man,Software,2015 Q4,Junior I,Appropriate for level,31,"$42,900"
24020,Man,Software,2015 Q3,Junior I,Appropriate for level,30,"$42,900"
24020,Man,Software,2015 Q2,Junior I,Appropriate for level,30,"$42,900"
24019,Woman,Software,2020 Q4,Senior II,Appropriate for level,34,"$56,100"
24019,Woman,Software,2020 Q3,Senior II,Appropriate for level,35,"$56,100"
24019,Woman,Software,2020 Q2,Senior II,Appropriate for level,34,"$56,100"
24019,Woman,Software,2020 Q1,Senior I,Appropriate for level,90,"$49,100"
24019,Woman,Software,2019 Q4,Senior I,Appropriate for level,68,"$49,100"
24019,Woman,Software,2019 Q3,Junior II,Appropriate for level,50,"$42,100"
24019,Woman,Software,2019 Q2,Junior II,Appropriate for level,30,"$42,100"
24019,Woman,Software,2019 Q1,Junior II,Appropriate for level,29,"$42,100"
24019,Woman,Software,2018 Q4,Junior II,Appropriate for level,28,"$42,100"
24019,Woman,Software,2018 Q3,Junior I,Appropriate for level,62,"$39,300"
24019,Woman,Software,2018 Q2,Junior I,Appropriate for level,41,"$39,300"
24019,Woman,Software,2018 Q1,Junior I,Appropriate for level,41,"$39,300"
24019,Woman,Software,2017 Q4,Junior I,Needs improvement,42,"$39,300"
24019,Woman,Software,2017 Q3,Junior I,Appropriate for level,41,"$39,300"
24019,Woman,Software,2017 Q2,Junior I,Appropriate for level,40,"$39,300"
24019,Woman,Software,2017 Q1,Junior I,Appropriate for level,40,"$39,300"
24019,Woman,Software,2016 Q4,Junior I,Appropriate for level,39,"$39,300"
24019,Woman,Software,2016 Q3,Junior I,Appropriate for level,39,"$39,300"
24019,Woman,Software,2016 Q2,Junior I,Appropriate for level,40,"$39,300"
24019,Woman,Software,2016 Q1,Junior I,Appropriate for level,38,"$39,300"
24019,Woman,Software,2015 Q4,Junior I,Appropriate for level,37,"$39,300"
24019,Woman,Software,2015 Q3,Junior I,Needs improvement,37,"$39,300"
24018,Woman,Software,2020 Q4,Senior III,Appropriate for level,35,"$60,500"
24018,Woman,Software,2020 Q3,Senior III,Appropriate for level,35,"$60,500"
24018,Woman,Software,2020 Q2,Senior III,Appropriate for level,34,"$60,500"
24018,Woman,Software,2020 Q1,Senior III,Appropriate for level,34,"$60,500"
24018,Woman,Software,2019 Q4,Senior III,Appropriate for level,35,"$60,500"
24018,Woman,Software,2019 Q3,Senior III,Appropriate for level,34,"$60,500"
24018,Woman,Software,2019 Q2,Senior III,Appropriate for level,34,"$60,500"
24018,Woman,Software,2019 Q1,Senior III,Appropriate for level,33,"$60,500"
24018,Woman,Software,2018 Q4,Senior III,Appropriate for level,32,"$60,500"
24018,Woman,Software,2018 Q3,Senior III,Needs improvement,33,"$60,500"
24018,Woman,Software,2018 Q2,Senior III,Appropriate for level,31,"$60,500"
24018,Woman,Software,2018 Q1,Senior III,Appropriate for level,34,"$60,500"
24018,Woman,Software,2017 Q4,Senior III,Needs improvement,30,"$60,500"
24018,Woman,Software,2017 Q3,Senior III,Appropriate for level,31,"$60,500"
24018,Woman,Software,2017 Q2,Senior III,Appropriate for level,31,"$60,500"
24018,Woman,Software,2017 Q1,Senior III,Appropriate for level,30,"$60,500"
24018,Woman,Software,2016 Q4,Senior III,Appropriate for level,30,"$60,500"
24018,Woman,Software,2016 Q3,Senior III,Appropriate for level,31,"$60,500"
24018,Woman,Software,2016 Q2,Senior III,Appropriate for level,29,"$60,500"
24018,Woman,Software,2016 Q1,Senior II,Appropriate for level,52,"$53,500"
24017,Man,Software,2020 Q4,Senior III,Appropriate for level,47,"$66,400"
24017,Man,Software,2020 Q3,Senior III,Appropriate for level,46,"$66,400"
24017,Man,Software,2020 Q2,Senior III,Appropriate for level,47,"$66,400"
24017,Man,Software,2020 Q1,Senior II,Exceeds expectations,83,"$59,400"
24017,Man,Software,2019 Q4,Senior II,Appropriate for level,62,"$59,400"
24017,Man,Software,2019 Q3,Senior I,Exceeds expectations,54,"$52,400"
24017,Man,Software,2019 Q2,Senior I,Appropriate for level,33,"$52,400"
24017,Man,Software,2019 Q1,Senior I,Appropriate for level,33,"$52,400"
24017,Man,Software,2018 Q4,Senior I,Appropriate for level,32,"$52,400"
24017,Man,Software,2018 Q3,Junior II,Appropriate for level,46,"$45,400"
24017,Man,Software,2018 Q2,Junior II,Appropriate for level,26,"$45,400"
24017,Man,Software,2018 Q1,Junior I,Appropriate for level,58,"$42,600"
24017,Man,Software,2017 Q4,Junior I,Appropriate for level,38,"$42,600"
24017,Man,Software,2017 Q3,Junior I,Appropriate for level,37,"$42,600"
24017,Man,Software,2017 Q2,Junior I,Appropriate for level,37,"$42,600"
24017,Man,Software,2017 Q1,Junior I,Appropriate for level,37,"$42,600"
24017,Man,Software,2016 Q4,Junior I,Appropriate for level,37,"$42,600"
24017,Man,Software,2016 Q3,Junior I,Appropriate for level,36,"$42,600"
24017,Man,Software,2016 Q2,Junior I,Appropriate for level,37,"$42,600"
24017,Man,Software,2016 Q1,Junior I,Appropriate for level,34,"$42,600"
24017,Man,Software,2015 Q4,Junior I,Appropriate for level,35,"$42,600"
24017,Man,Software,2015 Q3,Junior I,Appropriate for level,35,"$42,600"
24017,Man,Software,2015 Q2,Junior I,Appropriate for level,34,"$42,600"
24017,Man,Software,2015 Q1,Junior I,Appropriate for level,34,"$42,600"
24017,Man,Software,2014 Q4,Entry-level,Appropriate for level,55,"$35,600"
24017,Man,Software,2014 Q3,Entry-level,Appropriate for level,35,"$35,600"
24017,Man,Software,2014 Q2,Entry-level,Appropriate for level,36,"$35,600"
24017,Man,Software,2014 Q1,Entry-level,Appropriate for level,34,"$35,600"
24016,Woman,Software,2020 Q4,Senior III,Appropriate for level,16,"$56,900"
24016,Woman,Software,2020 Q3,Senior III,Needs improvement,15,"$56,900"
24016,Woman,Software,2020 Q2,Senior III,Needs improvement,16,"$56,900"
24016,Woman,Software,2020 Q1,Senior III,Appropriate for level,15,"$56,900"
24016,Woman,Software,2019 Q4,Senior III,Appropriate for level,16,"$56,900"
24016,Woman,Software,2019 Q3,Senior III,Appropriate for level,15,"$56,900"
24016,Woman,Software,2019 Q2,Senior III,Appropriate for level,15,"$56,900"
24016,Woman,Software,2019 Q1,Senior III,Appropriate for level,14,"$56,900"
24016,Woman,Software,2018 Q4,Senior III,Appropriate for level,15,"$56,900"
24016,Woman,Software,2018 Q3,Senior III,Needs improvement,12,"$56,900"
24016,Woman,Software,2018 Q2,Senior III,Needs improvement,14,"$56,900"
24016,Woman,Software,2018 Q1,Senior III,Appropriate for level,13,"$56,900"
24015,Woman,Software,2020 Q4,Senior III,Appropriate for level,32,"$61,300"
24015,Woman,Software,2020 Q3,Senior III,Appropriate for level,33,"$61,300"
24015,Woman,Software,2020 Q2,Senior III,Appropriate for level,31,"$61,300"
24015,Woman,Software,2020 Q1,Senior III,Appropriate for level,31,"$61,300"
24015,Woman,Software,2019 Q4,Senior III,Appropriate for level,32,"$61,300"
24015,Woman,Software,2019 Q3,Senior III,Appropriate for level,31,"$61,300"
24015,Woman,Software,2019 Q2,Senior III,Needs improvement,30,"$61,300"
24015,Woman,Software,2019 Q1,Senior III,Appropriate for level,31,"$61,300"
24015,Woman,Software,2018 Q4,Senior III,Appropriate for level,30,"$61,300"
24015,Woman,Software,2018 Q3,Senior III,Appropriate for level,30,"$61,300"
24015,Woman,Software,2018 Q2,Senior III,Appropriate for level,30,"$61,300"
24015,Woman,Software,2018 Q1,Senior III,Appropriate for level,29,"$61,300"
24015,Woman,Software,2017 Q4,Senior III,Appropriate for level,28,"$61,300"
24015,Woman,Software,2017 Q3,Senior III,Appropriate for level,27,"$61,300"
24015,Woman,Software,2017 Q2,Senior III,Needs improvement,28,"$61,300"
24015,Woman,Software,2017 Q1,Senior II,Appropriate for level,48,"$54,300"
24015,Woman,Software,2016 Q4,Senior II,Appropriate for level,25,"$54,300"
24015,Woman,Software,2016 Q3,Senior II,Needs improvement,27,"$54,300"
24015,Woman,Software,2016 Q2,Senior II,Appropriate for level,26,"$54,300"
24015,Woman,Software,2016 Q1,Senior II,Appropriate for level,26,"$54,300"
24015,Woman,Software,2015 Q4,Senior II,Appropriate for level,24,"$54,300"
24015,Woman,Software,2015 Q3,Senior II,Appropriate for level,25,"$54,300"
24015,Woman,Software,2015 Q2,Senior II,Appropriate for level,24,"$54,300"
24014,Woman,Software,2020 Q4,Senior III,Appropriate for level,44,"$59,300"
24014,Woman,Software,2020 Q3,Senior III,Appropriate for level,42,"$59,300"
24014,Woman,Software,2020 Q2,Senior III,Appropriate for level,44,"$59,300"
24014,Woman,Software,2020 Q1,Senior III,Appropriate for level,43,"$59,300"
24014,Woman,Software,2019 Q4,Senior III,Appropriate for level,43,"$59,300"
24014,Woman,Software,2019 Q3,Senior III,Appropriate for level,42,"$59,300"
24014,Woman,Software,2019 Q2,Senior III,Appropriate for level,40,"$59,300"
24014,Woman,Software,2019 Q1,Senior III,Appropriate for level,42,"$59,300"
24014,Woman,Software,2018 Q4,Senior III,Appropriate for level,42,"$59,300"
24014,Woman,Software,2018 Q3,Senior II,Appropriate for level,62,"$52,300"
24014,Woman,Software,2018 Q2,Senior II,Appropriate for level,42,"$52,300"
24014,Woman,Software,2018 Q1,Senior II,Appropriate for level,41,"$52,300"
24014,Woman,Software,2017 Q4,Senior II,Appropriate for level,39,"$52,300"
24014,Woman,Software,2017 Q3,Senior II,Appropriate for level,40,"$52,300"
24014,Woman,Software,2017 Q2,Senior I,Appropriate for level,71,"$45,300"
24014,Woman,Software,2017 Q1,Senior I,Appropriate for level,51,"$45,300"
24014,Woman,Software,2016 Q4,Senior I,Appropriate for level,50,"$45,300"
24014,Woman,Software,2016 Q3,Senior I,Appropriate for level,51,"$45,300"
24014,Woman,Software,2016 Q2,Senior I,Appropriate for level,50,"$45,300"
24014,Woman,Software,2016 Q1,Senior I,Appropriate for level,48,"$45,300"
24014,Woman,Software,2015 Q4,Senior I,Appropriate for level,47,"$45,300"
24014,Woman,Software,2015 Q3,Senior I,Appropriate for level,48,"$45,300"
24014,Woman,Software,2015 Q2,Senior I,Appropriate for level,48,"$45,300"
24014,Woman,Software,2015 Q1,Senior I,Appropriate for level,48,"$45,300"
24014,Woman,Software,2014 Q4,Senior I,Appropriate for level,48,"$45,300"
24014,Woman,Software,2014 Q3,Senior I,Appropriate for level,48,"$45,300"
24014,Woman,Software,2014 Q2,Junior II,Appropriate for level,28,"$38,300"
24013,Man,Software,2020 Q4,Senior III,Appropriate for level,59,"$60,200"
24013,Man,Software,2020 Q3,Senior III,Appropriate for level,59,"$60,200"
24013,Man,Software,2020 Q2,Senior III,Appropriate for level,57,"$60,200"
24013,Man,Software,2020 Q1,Senior III,Appropriate for level,58,"$60,200"
24013,Man,Software,2019 Q4,Senior II,Exceeds expectations,82,"$53,200"
24013,Man,Software,2019 Q3,Senior II,Appropriate for level,63,"$53,200"
24013,Man,Software,2019 Q2,Senior II,Appropriate for level,63,"$53,200"
24013,Man,Software,2019 Q1,Senior II,Appropriate for level,61,"$53,200"
24013,Man,Software,2018 Q4,Senior I,Appropriate for level,68,"$46,200"
24013,Man,Software,2018 Q3,Senior I,Appropriate for level,48,"$46,200"
24013,Man,Software,2018 Q2,Junior II,Exceeds expectations,78,"$39,200"
24013,Man,Software,2018 Q1,Junior II,Appropriate for level,57,"$39,200"
24013,Man,Software,2017 Q4,Junior II,Appropriate for level,57,"$39,200"
24013,Man,Software,2017 Q3,Junior I,Exceeds expectations,79,"$36,400"
24013,Man,Software,2017 Q2,Junior I,Appropriate for level,57,"$36,400"
24013,Man,Software,2017 Q1,Junior I,Appropriate for level,58,"$36,400"
24013,Man,Software,2016 Q4,Junior I,Appropriate for level,56,"$36,400"
24013,Man,Software,2016 Q3,Junior I,Appropriate for level,56,"$36,400"
24013,Man,Software,2016 Q2,Junior I,Appropriate for level,55,"$36,400"
24013,Man,Software,2016 Q1,Junior I,Appropriate for level,56,"$36,400"
24013,Man,Software,2015 Q4,Junior I,Appropriate for level,55,"$36,400"
24012,Man,Software,2020 Q4,Senior III,Appropriate for level,44,"$67,300"
24012,Man,Software,2020 Q3,Senior III,Appropriate for level,46,"$67,300"
24012,Man,Software,2020 Q2,Senior III,Appropriate for level,44,"$67,300"
24012,Man,Software,2020 Q1,Senior III,Appropriate for level,43,"$67,300"
24012,Man,Software,2019 Q4,Senior III,Appropriate for level,45,"$67,300"
24012,Man,Software,2019 Q3,Senior II,Appropriate for level,76,"$60,300"
24012,Man,Software,2019 Q2,Senior II,Appropriate for level,54,"$60,300"
24012,Man,Software,2019 Q1,Senior II,Appropriate for level,53,"$60,300"
24012,Man,Software,2018 Q4,Senior II,Appropriate for level,54,"$60,300"
24012,Man,Software,2018 Q3,Senior I,Exceeds expectations,69,"$53,300"
24012,Man,Software,2018 Q2,Senior I,Appropriate for level,48,"$53,300"
24012,Man,Software,2018 Q1,Junior II,Appropriate for level,73,"$46,300"
24012,Man,Software,2017 Q4,Junior II,Appropriate for level,52,"$46,300"
24012,Man,Software,2017 Q3,Junior II,Appropriate for level,53,"$46,300"
24012,Man,Software,2017 Q2,Junior II,Appropriate for level,53,"$46,300"
24012,Man,Software,2017 Q1,Junior II,Appropriate for level,52,"$46,300"
24012,Man,Software,2016 Q4,Junior II,Appropriate for level,52,"$46,300"
24012,Man,Software,2016 Q3,Junior I,Appropriate for level,84,"$43,500"
24012,Man,Software,2016 Q2,Junior I,Appropriate for level,65,"$43,500"
24012,Man,Software,2016 Q1,Junior I,Exceeds expectations,63,"$43,500"
24012,Man,Software,2015 Q4,Junior I,Exceeds expectations,63,"$43,500"
24012,Man,Software,2015 Q3,Junior I,Appropriate for level,63,"$43,500"
24011,Man,Software,2020 Q4,Senior III,Appropriate for level,44,"$60,200"
24011,Man,Software,2020 Q3,Senior III,Appropriate for level,45,"$60,200"
24011,Man,Software,2020 Q2,Senior III,Appropriate for level,44,"$60,200"
24011,Man,Software,2020 Q1,Senior III,Appropriate for level,44,"$60,200"
24011,Man,Software,2019 Q4,Senior III,Appropriate for level,43,"$60,200"
24011,Man,Software,2019 Q3,Senior III,Appropriate for level,44,"$60,200"
24011,Man,Software,2019 Q2,Senior II,Appropriate for level,53,"$53,200"
24011,Man,Software,2019 Q1,Senior II,Appropriate for level,32,"$53,200"
24011,Man,Software,2018 Q4,Senior II,Appropriate for level,33,"$53,200"
24011,Man,Software,2018 Q3,Senior II,Appropriate for level,31,"$53,200"
24011,Man,Software,2018 Q2,Senior II,Appropriate for level,33,"$53,200"
24011,Man,Software,2018 Q1,Senior II,Appropriate for level,30,"$53,200"
24011,Man,Software,2017 Q4,Senior I,Exceeds expectations,67,"$46,200"
24011,Man,Software,2017 Q3,Senior I,Appropriate for level,48,"$46,200"
24011,Man,Software,2017 Q2,Senior I,Appropriate for level,47,"$46,200"
24011,Man,Software,2017 Q1,Senior I,Appropriate for level,47,"$46,200"
24011,Man,Software,2016 Q4,Senior I,Appropriate for level,46,"$46,200"
24011,Man,Software,2016 Q3,Senior I,Appropriate for level,45,"$46,200"
24011,Man,Software,2016 Q2,Senior I,Appropriate for level,46,"$46,200"
24011,Man,Software,2016 Q1,Senior I,Appropriate for level,46,"$46,200"
24010,Man,Software,2020 Q4,Senior III,Appropriate for level,26,"$60,700"
24010,Man,Software,2020 Q3,Senior III,Appropriate for level,26,"$60,700"
24010,Man,Software,2020 Q2,Senior III,Appropriate for level,25,"$60,700"
24010,Man,Software,2020 Q1,Senior III,Appropriate for level,25,"$60,700"
24010,Man,Software,2019 Q4,Senior III,Appropriate for level,23,"$60,700"
24010,Man,Software,2019 Q3,Senior II,Appropriate for level,46,"$53,700"
24010,Man,Software,2019 Q2,Senior II,Appropriate for level,26,"$53,700"
24010,Man,Software,2019 Q1,Senior II,Appropriate for level,24,"$53,700"
24010,Man,Software,2018 Q4,Senior II,Appropriate for level,25,"$53,700"
24010,Man,Software,2018 Q3,Senior II,Appropriate for level,25,"$53,700"
24010,Man,Software,2018 Q2,Senior II,Appropriate for level,24,"$53,700"
24010,Man,Software,2018 Q1,Senior II,Appropriate for level,23,"$53,700"
24010,Man,Software,2017 Q4,Senior II,Appropriate for level,23,"$53,700"
24010,Man,Software,2017 Q3,Senior II,Appropriate for level,22,"$53,700"
24010,Man,Software,2017 Q2,Senior II,Appropriate for level,22,"$53,700"
24010,Man,Software,2017 Q1,Senior II,Appropriate for level,23,"$53,700"
24010,Man,Software,2016 Q4,Senior II,Appropriate for level,21,"$53,700"
24010,Man,Software,2016 Q3,Senior II,Appropriate for level,22,"$53,700"
24010,Man,Software,2016 Q2,Senior II,Appropriate for level,20,"$53,700"
24010,Man,Software,2016 Q1,Senior I,Appropriate for level,46,"$46,700"
24010,Man,Software,2015 Q4,Senior I,Appropriate for level,24,"$46,700"
24010,Man,Software,2015 Q3,Senior I,Appropriate for level,24,"$46,700"
24010,Man,Software,2015 Q2,Junior II,Appropriate for level,38,"$39,700"
24010,Man,Software,2015 Q1,Junior II,Appropriate for level,19,"$39,700"
24010,Man,Software,2014 Q4,Junior II,Appropriate for level,17,"$39,700"
24010,Man,Software,2014 Q3,Junior II,Appropriate for level,17,"$39,700"
24009,Woman,Software,2020 Q4,Senior III,Needs improvement,26,"$64,900"
24009,Woman,Software,2020 Q3,Senior III,Needs improvement,26,"$64,900"
24009,Woman,Software,2020 Q2,Senior III,Needs improvement,24,"$64,900"
24009,Woman,Software,2020 Q1,Senior III,Appropriate for level,24,"$64,900"
24009,Woman,Software,2019 Q4,Senior II,Appropriate for level,78,"$57,900"
24009,Woman,Software,2019 Q3,Senior II,Appropriate for level,57,"$57,900"
24009,Woman,Software,2019 Q2,Senior II,Appropriate for level,59,"$57,900"
24009,Woman,Software,2019 Q1,Senior II,Appropriate for level,59,"$57,900"
24009,Woman,Software,2018 Q4,Senior II,Appropriate for level,58,"$57,900"
24009,Woman,Software,2018 Q3,Senior I,Appropriate for level,76,"$50,900"
24009,Woman,Software,2018 Q2,Senior I,Appropriate for level,56,"$50,900"
24009,Woman,Software,2018 Q1,Senior I,Appropriate for level,56,"$50,900"
24009,Woman,Software,2017 Q4,Junior II,Appropriate for level,72,"$43,900"
24009,Woman,Software,2017 Q3,Junior II,Appropriate for level,52,"$43,900"
24009,Woman,Software,2017 Q2,Junior II,Appropriate for level,51,"$43,900"
24009,Woman,Software,2017 Q1,Junior II,Appropriate for level,51,"$43,900"
24009,Woman,Software,2016 Q4,Junior II,Appropriate for level,50,"$43,900"
24009,Woman,Software,2016 Q3,Junior II,Appropriate for level,51,"$43,900"
24009,Woman,Software,2016 Q2,Junior II,Appropriate for level,49,"$43,900"
24009,Woman,Software,2016 Q1,Junior II,Appropriate for level,50,"$43,900"
24009,Woman,Software,2015 Q4,Junior II,Appropriate for level,48,"$43,900"
24009,Woman,Software,2015 Q3,Junior II,Needs improvement,48,"$43,900"
24009,Woman,Software,2015 Q2,Junior II,Appropriate for level,49,"$43,900"
24009,Woman,Software,2015 Q1,Junior II,Appropriate for level,48,"$43,900"
24008,Woman,Software,2020 Q4,Senior III,Appropriate for level,65,"$63,700"
24008,Woman,Software,2020 Q3,Senior III,Appropriate for level,65,"$63,700"
24008,Woman,Software,2020 Q2,Senior III,Appropriate for level,65,"$63,700"
24008,Woman,Software,2020 Q1,Senior III,Appropriate for level,63,"$63,700"
24008,Woman,Software,2019 Q4,Senior III,Appropriate for level,64,"$63,700"
24008,Woman,Software,2019 Q3,Senior III,Appropriate for level,64,"$63,700"
24008,Woman,Software,2019 Q2,Senior III,Appropriate for level,64,"$63,700"
24008,Woman,Software,2019 Q1,Senior III,Appropriate for level,62,"$63,700"
24008,Woman,Software,2018 Q4,Senior III,Appropriate for level,63,"$63,700"
